"","MosqPerL","WayPt_ID","LongX","LatY","Adj_X","Adj_Y","Day","Month","EpiWeek","INLAWeek","MosqCount","DispX","DispY","Neighborhood","MosqSpp","Date","Year","NSampledTires","veg_in_tire","chir","cer","tox","tris","noto","oligo","mites","dyticid","cop","ostra","daph","cpm","fpm","NDVI","comments","Open.Water","Developed.Open.Space","Developed.Low.Intensity","Developed.Medium.Intensity","Developed.High.Intensity","Woody.Wetlands","Emergent.Herbaceous.Wetlands","optional","org_debris","inorg_debris","veg_cover"
"12",68,"1",-90.005592,29.970221,788.956266485845,3319.25997792057,7,3,10,1,53,1899-12-31 00:00:01,NA,"Lower Ninth","Cx. quinq",2018-03-07,2018,34,"1",6,9,0,0,0,0,0,0,"0","1","0",0,0,0.294714,"vegetation in tire",0.12125219339456,0.0492027506568594,0.275162981111578,0.154626984960931,0.0232764104271897,0.0310113406614558,0.0416826795957674,TRUE,6.1,0,100
"13",0,"1",-90.005592,29.970221,788.956278076181,3319.25953438475,7,3,10,1,0,1899-12-31 00:00:00,NA,"Lower Ninth","A. crucians",2018-03-07,2018,34,"0",0,3,0,0,0,0,0,0,"0","0","0",0,0,0.294714,NA,0.12125219339456,0.0492027506568594,0.275162981111578,0.154626984960931,0.0232764104271897,0.0310113406614558,0.0416826795957674,TRUE,13,0,36.56
"14",0,"1",-90.005592,29.970221,788.956468264498,3319.25965031436,7,3,10,1,0,1899-12-31 00:00:00,1899-12-31 00:00:01,"Lower Ninth","A. crucians",2018-03-07,2018,34,"0",5,4,0,0,0,0,0,0,"0","1","0",0,0.5,0.294714,NA,0.12125219339456,0.0492027506568594,0.275162981111578,0.154626984960931,0.0232764104271897,0.0310113406614558,0.0416826795957674,TRUE,4.8,0,17.1432
"15",29,"1",-90.005592,29.970221,788.956076297533,3319.25986199096,7,3,10,1,23,1899-12-31 00:00:01,1899-12-31 00:00:00,"Lower Ninth","A. crucians",2018-03-07,2018,34,"1",6,9,0,0,0,0,0,0,"0","1","0",0,0,0.294714,"vegetation in tire",0.12125219339456,0.0492027506568594,0.275162981111578,0.154626984960931,0.0232764104271897,0.0310113406614558,0.0416826795957674,TRUE,6.1,0,100
"16",0,"1",-90.005592,29.970221,788.956462469326,3319.25987208228,7,3,10,1,0,1899-12-31 00:00:01,1899-12-31 00:00:01,"Lower Ninth","Cx. restuans",2018-03-07,2018,34,"0",0,3,0,0,0,0,0,0,"0","0","0",0,0,0.294714,NA,0.12125219339456,0.0492027506568594,0.275162981111578,0.154626984960931,0.0232764104271897,0.0310113406614558,0.0416826795957674,TRUE,13,0,36.56
"17",17,"1",-90.005592,29.970221,788.956082092697,3319.25964022305,7,3,10,1,19,1899-12-31 00:00:00,1899-12-31 00:00:00,"Lower Ninth","Cx. restuans",2018-03-07,2018,34,"0",5,4,0,0,0,0,0,0,"0","1","0",0,0.5,0.294714,NA,0.12125219339456,0.0492027506568594,0.275162981111578,0.154626984960931,0.0232764104271897,0.0310113406614558,0.0416826795957674,TRUE,4.8,0,17.1432
"18",99,"1",-90.005592,29.970221,788.956363028793,3319.2599804434,7,3,10,1,78,1899-12-31 00:00:01,1899-12-31 00:00:01,"Lower Ninth","Cx. restuans",2018-03-07,2018,34,"1",6,9,0,0,0,0,0,0,"0","1","0",0,0,0.294714,"vegetation in tire",0.12125219339456,0.0492027506568594,0.275162981111578,0.154626984960931,0.0232764104271897,0.0310113406614558,0.0416826795957674,TRUE,6.1,0,100
"19",0,"1",-90.005592,29.970221,788.956181533231,3319.25953186192,7,3,10,1,0,1899-12-31 00:00:00,1899-12-31 00:00:00,"Lower Ninth","Cx. nigripalpus",2018-03-07,2018,34,"0",0,3,0,0,0,0,0,0,"0","0","0",0,0,0.294714,NA,0.12125219339456,0.0492027506568594,0.275162981111578,0.154626984960931,0.0232764104271897,0.0310113406614558,0.0416826795957674,TRUE,13,0,36.56
"20",0,"1",-90.005592,29.970221,788.956169942898,3319.25997539774,7,3,10,1,0,1899-12-31 00:00:01,1899-12-31 00:00:00,"Lower Ninth","Cx. nigripalpus",2018-03-07,2018,34,"0",5,4,0,0,0,0,0,0,"0","1","0",0,0.5,0.294714,NA,0.12125219339456,0.0492027506568594,0.275162981111578,0.154626984960931,0.0232764104271897,0.0310113406614558,0.0416826795957674,TRUE,4.8,0,17.1432
"21",0,"1",-90.005592,29.970221,788.956374619133,3319.25953690758,7,3,10,1,0,1899-12-31 00:00:00,1899-12-31 00:00:01,"Lower Ninth","Cx. nigripalpus",2018-03-07,2018,34,"1",6,9,0,0,0,0,0,0,"0","1","0",0,0,0.294714,"vegetation in tire",0.12125219339456,0.0492027506568594,0.275162981111578,0.154626984960931,0.0232764104271897,0.0310113406614558,0.0416826795957674,TRUE,6.1,0,100
"22",0,"10",-90.09536,29.964981,780.304707466215,3318.45568388279,24,4,17,8,0,NA,NA,"Mid City","A. aeg",2018-04-24,2018,68,"0",0,0,0,0,0,0,0,0,"0","0","0",0,0,0.155318,"6 access. / large tire (goodyear sra)",0.00107429586587029,0.00393908484152441,0.24773262666969,0.441965319219039,0.303954110316902,0,0,TRUE,0,0,0
"23",0,"10",-90.09536,29.964981,780.304710276219,3318.45557300341,24,4,17,8,0,1899-12-31 00:00:00,NA,"Mid City","A. aeg",2018-04-24,2018,68,"0",505,1,0,0,0,0,0,0,"0","0","0",0,0,0.155318,"6 tires accessible",0.00107429586587029,0.00393908484152441,0.24773262666969,0.441965319219039,0.303954110316902,0,0,TRUE,0.5,0.1,0
"24",1,"10",-90.09536,29.964981,780.304704656211,3318.45579476218,24,4,17,8,3,1899-12-31 00:00:01,NA,"Mid City","A. albo",2018-04-24,2018,68,"0",0,0,0,0,0,0,0,0,"0","0","0",0,0,0.155318,"6 access. / large tire (goodyear sra)",0.00107429586587029,0.00393908484152441,0.24773262666969,0.441965319219039,0.303954110316902,0,0,TRUE,0,0,0
"25",0,"10",-90.09536,29.964981,780.304804010325,3318.4556863295,24,4,17,8,1,NA,1899-12-31 00:00:01,"Mid City","A. albo",2018-04-24,2018,68,"0",505,1,0,0,0,0,0,0,"0","0","0",0,0,0.155318,"6 tires accessible",0.00107429586587029,0.00393908484152441,0.24773262666969,0.441965319219039,0.303954110316902,0,0,TRUE,0.5,0.1,0
"26",0,"10",-90.09536,29.964981,780.304610922107,3318.45568143609,24,4,17,8,0,NA,1899-12-31 00:00:00,"Mid City","Cx. salinarius",2018-04-24,2018,68,"0",0,0,0,0,0,0,0,0,"0","0","0",0,0,0.155318,"6 access. / large tire (goodyear sra)",0.00107429586587029,0.00393908484152441,0.24773262666969,0.441965319219039,0.303954110316902,0,0,TRUE,0,0,0
"27",0,"10",-90.09536,29.964981,780.304608112104,3318.45579231547,24,4,17,8,0,1899-12-31 00:00:01,1899-12-31 00:00:00,"Mid City","Cx. salinarius",2018-04-24,2018,68,"0",505,1,0,0,0,0,0,0,"0","0","0",0,0,0.155318,"6 tires accessible",0.00107429586587029,0.00393908484152441,0.24773262666969,0.441965319219039,0.303954110316902,0,0,TRUE,0.5,0.1,0
"28",0,"10",-90.09536,29.964981,780.30480682033,3318.45557545012,24,4,17,8,0,1899-12-31 00:00:00,1899-12-31 00:00:01,"Mid City","Cx. quinq",2018-04-24,2018,68,"0",0,0,0,0,0,0,0,0,"0","0","0",0,0,0.155318,"6 access. / large tire (goodyear sra)",0.00107429586587029,0.00393908484152441,0.24773262666969,0.441965319219039,0.303954110316902,0,0,TRUE,0,0,0
"29",1,"10",-90.09536,29.964981,780.30461373211,3318.45557055671,24,4,17,8,2,1899-12-31 00:00:00,1899-12-31 00:00:00,"Mid City","Cx. quinq",2018-04-24,2018,68,"0",505,1,0,0,0,0,0,0,"0","0","0",0,0,0.155318,"6 tires accessible",0.00107429586587029,0.00393908484152441,0.24773262666969,0.441965319219039,0.303954110316902,0,0,TRUE,0.5,0.1,0
"30",0,"10",-90.09536,29.964981,780.30480120032,3318.45579720888,24,4,17,8,0,1899-12-31 00:00:01,1899-12-31 00:00:01,"Mid City","A. crucians",2018-04-24,2018,68,"0",0,0,0,0,0,0,0,0,"0","0","0",0,0,0.155318,"6 access. / large tire (goodyear sra)",0.00107429586587029,0.00393908484152441,0.24773262666969,0.441965319219039,0.303954110316902,0,0,TRUE,0,0,0
"31",0,"10",-90.09536,29.964981,780.304900554433,3318.45568877621,24,4,17,8,0,NA,1899-12-31 00:00:01,"Mid City","A. crucians",2018-04-24,2018,68,"0",505,1,0,0,0,0,0,0,"0","0","0",0,0,0.155318,"6 tires accessible",0.00107429586587029,0.00393908484152441,0.24773262666969,0.441965319219039,0.303954110316902,0,0,TRUE,0.5,0.1,0
"32",0,"10",-90.09536,29.964981,780.304514377997,3318.45567898938,24,4,17,8,0,NA,1899-12-31 00:00:00,"Mid City","Cx. restuans",2018-04-24,2018,68,"0",0,0,0,0,0,0,0,0,"0","0","0",0,0,0.155318,"6 access. / large tire (goodyear sra)",0.00107429586587029,0.00393908484152441,0.24773262666969,0.441965319219039,0.303954110316902,0,0,TRUE,0,0,0
"33",0,"10",-90.09536,29.964981,780.304701846207,3318.45590564156,24,4,17,8,0,1899-12-31 00:00:01,NA,"Mid City","Cx. restuans",2018-04-24,2018,68,"0",505,1,0,0,0,0,0,0,"0","0","0",0,0,0.155318,"6 tires accessible",0.00107429586587029,0.00393908484152441,0.24773262666969,0.441965319219039,0.303954110316902,0,0,TRUE,0.5,0.1,0
"34",0,"10",-90.09536,29.964981,780.304713086223,3318.45546212403,24,4,17,8,0,1899-12-31 00:00:00,NA,"Mid City","Cx. nigripalpus",2018-04-24,2018,68,"0",0,0,0,0,0,0,0,0,"0","0","0",0,0,0.155318,"6 access. / large tire (goodyear sra)",0.00107429586587029,0.00393908484152441,0.24773262666969,0.441965319219039,0.303954110316902,0,0,TRUE,0,0,0
"35",0,"10",-90.09536,29.964981,780.304903364439,3318.45557789683,24,4,17,8,0,1899-12-31 00:00:00,1899-12-31 00:00:01,"Mid City","Cx. nigripalpus",2018-04-24,2018,68,"0",505,1,0,0,0,0,0,0,"0","0","0",0,0,0.155318,"6 tires accessible",0.00107429586587029,0.00393908484152441,0.24773262666969,0.441965319219039,0.303954110316902,0,0,TRUE,0.5,0.1,0
"36",0,"11",-90.098778,29.955318,780.001836990847,3317.37590072093,24,4,17,8,0,NA,NA,"Gert Town","A. aeg",2018-04-24,2018,15,"0",123,8,0,0,0,0,0,0,"0","0","0",0,0,0.122603,NA,0,0.00307964814882817,0.294070588350895,0.414248485879585,0.287338334258108,0,0,TRUE,0,0,0
"37",0,"11",-90.098778,29.955318,780.00183979671,3317.37578984184,24,4,17,8,0,1899-12-31 00:00:00,NA,"Gert Town","A. aeg",2018-04-24,2018,15,"1",477,2,0,0,0,0,0,0,"0","0","0",0,0,0.122603,"vegetation in tire",0,0.00307964814882817,0.294070588350895,0.414248485879585,0.287338334258108,0,0,TRUE,0,0,0
"38",0,"11",-90.098778,29.955318,780.001834184984,3317.37601160002,24,4,17,8,0,1899-12-31 00:00:01,NA,"Gert Town","A. albo",2018-04-24,2018,15,"0",123,8,0,0,0,0,0,0,"0","0","0",0,0,0.122603,NA,0,0.00307964814882817,0.294070588350895,0.414248485879585,0.287338334258108,0,0,TRUE,0,0,0
"39",0,"11",-90.098778,29.955318,780.001933544183,3317.37590316427,24,4,17,8,0,NA,1899-12-31 00:00:01,"Gert Town","A. albo",2018-04-24,2018,15,"1",477,2,0,0,0,0,0,0,"0","0","0",0,0,0.122603,"vegetation in tire",0,0.00307964814882817,0.294070588350895,0.414248485879585,0.287338334258108,0,0,TRUE,0,0,0
"40",0,"11",-90.098778,29.955318,780.001740437509,3317.37589827759,24,4,17,8,0,NA,1899-12-31 00:00:00,"Gert Town","Cx. salinarius",2018-04-24,2018,15,"0",123,8,0,0,0,0,0,0,"0","0","0",0,0,0.122603,NA,0,0.00307964814882817,0.294070588350895,0.414248485879585,0.287338334258108,0,0,TRUE,0,0,0
"41",21,"11",-90.098778,29.955318,780.001737631647,3317.37600915668,24,4,17,8,39,1899-12-31 00:00:01,1899-12-31 00:00:00,"Gert Town","Cx. salinarius",2018-04-24,2018,15,"1",477,2,0,0,0,0,0,0,"0","0","0",0,0,0.122603,"vegetation in tire",0,0.00307964814882817,0.294070588350895,0.414248485879585,0.287338334258108,0,0,TRUE,0,0,0
"42",0,"11",-90.098778,29.955318,780.001936350047,3317.37579228518,24,4,17,8,0,1899-12-31 00:00:00,1899-12-31 00:00:01,"Gert Town","Cx. quinq",2018-04-24,2018,15,"0",123,8,0,0,0,0,0,0,"0","0","0",0,0,0.122603,NA,0,0.00307964814882817,0.294070588350895,0.414248485879585,0.287338334258108,0,0,TRUE,0,0,0
"43",145,"11",-90.098778,29.955318,780.001743243371,3317.3757873985,24,4,17,8,263,1899-12-31 00:00:00,1899-12-31 00:00:00,"Gert Town","Cx. quinq",2018-04-24,2018,15,"1",477,2,0,0,0,0,0,0,"0","0","0",0,0,0.122603,"vegetation in tire",0,0.00307964814882817,0.294070588350895,0.414248485879585,0.287338334258108,0,0,TRUE,0,0,0
"44",0,"11",-90.098778,29.955318,780.001930738318,3317.37601404337,24,4,17,8,0,1899-12-31 00:00:01,1899-12-31 00:00:01,"Gert Town","A. crucians",2018-04-24,2018,15,"0",123,8,0,0,0,0,0,0,"0","0","0",0,0,0.122603,NA,0,0.00307964814882817,0.294070588350895,0.414248485879585,0.287338334258108,0,0,TRUE,0,0,0
"45",0,"11",-90.098778,29.955318,780.00203009752,3317.37590560762,24,4,17,8,0,NA,1899-12-31 00:00:01,"Gert Town","A. crucians",2018-04-24,2018,15,"1",477,2,0,0,0,0,0,0,"0","0","0",0,0,0.122603,"vegetation in tire",0,0.00307964814882817,0.294070588350895,0.414248485879585,0.287338334258108,0,0,TRUE,0,0,0
"46",0,"11",-90.098778,29.955318,780.001643884173,3317.37589583425,24,4,17,8,0,NA,1899-12-31 00:00:00,"Gert Town","Cx. restuans",2018-04-24,2018,15,"0",123,8,0,0,0,0,0,0,"0","0","0",0,0,0.122603,NA,0,0.00307964814882817,0.294070588350895,0.414248485879585,0.287338334258108,0,0,TRUE,0,0,0
"47",38,"11",-90.098778,29.955318,780.00183137912,3317.37612247912,24,4,17,8,69,1899-12-31 00:00:01,NA,"Gert Town","Cx. restuans",2018-04-24,2018,15,"1",477,2,0,0,0,0,0,0,"0","0","0",0,0,0.122603,"vegetation in tire",0,0.00307964814882817,0.294070588350895,0.414248485879585,0.287338334258108,0,0,TRUE,0,0,0
"48",0,"11",-90.098778,29.955318,780.001842602573,3317.37567896275,24,4,17,8,0,1899-12-31 00:00:00,NA,"Gert Town","Cx. nigripalpus",2018-04-24,2018,15,"0",123,8,0,0,0,0,0,0,"0","0","0",0,0,0.122603,NA,0,0.00307964814882817,0.294070588350895,0.414248485879585,0.287338334258108,0,0,TRUE,0,0,0
"49",0,"11",-90.098778,29.955318,780.002032903385,3317.37579472852,24,4,17,8,0,1899-12-31 00:00:00,1899-12-31 00:00:01,"Gert Town","Cx. nigripalpus",2018-04-24,2018,15,"1",477,2,0,0,0,0,0,0,"0","0","0",0,0,0.122603,"vegetation in tire",0,0.00307964814882817,0.294070588350895,0.414248485879585,0.287338334258108,0,0,TRUE,0,0,0
"50",0,"12",-90.100525,29.956305,779.830390620955,3317.48107107784,24,4,17,8,0,NA,NA,"Gert Town","A. aeg",2018-04-24,2018,101,"0",367,1,0,0,0,0,0,0,"0","0","0",0,0,0.145768,NA,0,0.00401070456591576,0.336111366568619,0.40708651344045,0.251814950959997,0,0,TRUE,0,0,0
"51",0,"12",-90.100525,29.956305,779.830393425208,3317.48096019882,24,4,17,8,0,1899-12-31 00:00:00,NA,"Gert Town","A. aeg",2018-04-24,2018,101,"0",151,1,0,0,0,0,0,0,"0","0","0",0,0,0.145768,NA,0,0.00401070456591576,0.336111366568619,0.40708651344045,0.251814950959997,0,0,TRUE,1.8,70.6,0
"52",0,"12",-90.100525,29.956305,779.830387816702,3317.48118195686,24,4,17,8,0,1899-12-31 00:00:01,NA,"Gert Town","A. albo",2018-04-24,2018,101,"0",367,1,0,0,0,0,0,0,"0","0","0",0,0,0.145768,NA,0,0.00401070456591576,0.336111366568619,0.40708651344045,0.251814950959997,0,0,TRUE,0,0,0
"53",0,"12",-90.100525,29.956305,779.83048717326,3317.48107351976,24,4,17,8,0,NA,1899-12-31 00:00:01,"Gert Town","A. albo",2018-04-24,2018,101,"0",151,1,0,0,0,0,0,0,"0","0","0",0,0,0.145768,NA,0,0.00401070456591576,0.336111366568619,0.40708651344045,0.251814950959997,0,0,TRUE,1.8,70.6,0
"54",0,"12",-90.100525,29.956305,779.830294068652,3317.48106863593,24,4,17,8,0,NA,1899-12-31 00:00:00,"Gert Town","Cx. salinarius",2018-04-24,2018,101,"0",367,1,0,0,0,0,0,0,"0","0","0",0,0,0.145768,NA,0,0.00401070456591576,0.336111366568619,0.40708651344045,0.251814950959997,0,0,TRUE,0,0,0
"55",0,"12",-90.100525,29.956305,779.8302912644,3317.48117951495,24,4,17,8,0,1899-12-31 00:00:01,1899-12-31 00:00:00,"Gert Town","Cx. salinarius",2018-04-24,2018,101,"0",151,1,0,0,0,0,0,0,"0","0","0",0,0,0.145768,NA,0,0.00401070456591576,0.336111366568619,0.40708651344045,0.251814950959997,0,0,TRUE,1.8,70.6,0
"56",226,"12",-90.100525,29.956305,779.830489977513,3317.48096264074,24,4,17,8,282,1899-12-31 00:00:00,1899-12-31 00:00:01,"Gert Town","Cx. quinq",2018-04-24,2018,101,"0",367,1,0,0,0,0,0,0,"0","0","0",0,0,0.145768,NA,0,0.00401070456591576,0.336111366568619,0.40708651344045,0.251814950959997,0,0,TRUE,0,0,0
"57",0,"12",-90.100525,29.956305,779.830296872903,3317.48095775691,24,4,17,8,0,1899-12-31 00:00:00,1899-12-31 00:00:00,"Gert Town","Cx. quinq",2018-04-24,2018,101,"0",151,1,0,0,0,0,0,0,"0","0","0",0,0,0.145768,NA,0,0.00401070456591576,0.336111366568619,0.40708651344045,0.251814950959997,0,0,TRUE,1.8,70.6,0
"58",0,"12",-90.100525,29.956305,779.830484369006,3317.48118439878,24,4,17,8,0,1899-12-31 00:00:01,1899-12-31 00:00:01,"Gert Town","A. crucians",2018-04-24,2018,101,"0",367,1,0,0,0,0,0,0,"0","0","0",0,0,0.145768,NA,0,0.00401070456591576,0.336111366568619,0.40708651344045,0.251814950959997,0,0,TRUE,0,0,0
"59",0,"12",-90.100525,29.956305,779.830583725564,3317.48107596167,24,4,17,8,0,NA,1899-12-31 00:00:01,"Gert Town","A. crucians",2018-04-24,2018,101,"0",151,1,0,0,0,0,0,0,"0","0","0",0,0,0.145768,NA,0,0.00401070456591576,0.336111366568619,0.40708651344045,0.251814950959997,0,0,TRUE,1.8,70.6,0
"60",3,"12",-90.100525,29.956305,779.830197516347,3317.48106619402,24,4,17,8,4,NA,1899-12-31 00:00:00,"Gert Town","Cx. restuans",2018-04-24,2018,101,"0",367,1,0,0,0,0,0,0,"0","0","0",0,0,0.145768,NA,0,0.00401070456591576,0.336111366568619,0.40708651344045,0.251814950959997,0,0,TRUE,0,0,0
"61",2,"12",-90.100525,29.956305,779.83038501245,3317.48129283588,24,4,17,8,2,1899-12-31 00:00:01,NA,"Gert Town","Cx. restuans",2018-04-24,2018,101,"0",151,1,0,0,0,0,0,0,"0","0","0",0,0,0.145768,NA,0,0.00401070456591576,0.336111366568619,0.40708651344045,0.251814950959997,0,0,TRUE,1.8,70.6,0
"62",0,"12",-90.100525,29.956305,779.83039622946,3317.48084931981,24,4,17,8,0,1899-12-31 00:00:00,NA,"Gert Town","Cx. nigripalpus",2018-04-24,2018,101,"0",367,1,0,0,0,0,0,0,"0","0","0",0,0,0.145768,NA,0,0.00401070456591576,0.336111366568619,0.40708651344045,0.251814950959997,0,0,TRUE,0,0,0
"63",0,"12",-90.100525,29.956305,779.830586529818,3317.48096508265,24,4,17,8,0,1899-12-31 00:00:00,1899-12-31 00:00:01,"Gert Town","Cx. nigripalpus",2018-04-24,2018,101,"0",151,1,0,0,0,0,0,0,"0","0","0",0,0,0.145768,NA,0,0.00401070456591576,0.336111366568619,0.40708651344045,0.251814950959997,0,0,TRUE,1.8,70.6,0
"64",19,"13",-90.102188,29.955185,779.672963101055,3317.35282694187,24,4,17,8,36,NA,NA,"Gert Town","A. aeg",2018-04-24,2018,12,"1",36,1,0,0,0,0,2,0,"0","0","0",0,0,0.173766,"vegetation in tire",0.0312978195590212,0.0643145125034349,0.531275115535056,0.158637689526847,0.0662482450620014,0.0426853557372463,0.00050133807073947,TRUE,8.5,0,0
"65",33,"13",-90.102188,29.955185,779.672965903599,3317.35271606295,24,4,17,8,64,1899-12-31 00:00:00,NA,"Gert Town","A. albo",2018-04-24,2018,12,"1",36,1,0,0,0,0,2,0,"0","0","0",0,0,0.173766,"vegetation in tire",0.0312978195590212,0.0643145125034349,0.531275115535056,0.158637689526847,0.0662482450620014,0.0426853557372463,0.00050133807073947,TRUE,8.5,0,0
"66",7,"13",-90.102188,29.955185,779.672960298511,3317.35293782079,24,4,17,8,13,1899-12-31 00:00:01,NA,"Gert Town","Cx. salinarius",2018-04-24,2018,12,"1",36,1,0,0,0,0,2,0,"0","0","0",0,0,0.173766,"vegetation in tire",0.0312978195590212,0.0643145125034349,0.531275115535056,0.158637689526847,0.0662482450620014,0.0426853557372463,0.00050133807073947,TRUE,8.5,0,0
"67",32,"13",-90.102188,29.955185,779.673059654374,3317.35282938232,24,4,17,8,62,NA,1899-12-31 00:00:01,"Gert Town","Cx. quinq",2018-04-24,2018,12,"1",36,1,0,0,0,0,2,0,"0","0","0",0,0,0.173766,"vegetation in tire",0.0312978195590212,0.0643145125034349,0.531275115535056,0.158637689526847,0.0662482450620014,0.0426853557372463,0.00050133807073947,TRUE,8.5,0,0
"68",0,"13",-90.102188,29.955185,779.672866547736,3317.35282450141,24,4,17,8,0,NA,1899-12-31 00:00:00,"Gert Town","A. crucians",2018-04-24,2018,12,"1",36,1,0,0,0,0,2,0,"0","0","0",0,0,0.173766,"vegetation in tire",0.0312978195590212,0.0643145125034349,0.531275115535056,0.158637689526847,0.0662482450620014,0.0426853557372463,0.00050133807073947,TRUE,8.5,0,0
"69",0,"13",-90.102188,29.955185,779.672863745193,3317.35293538034,24,4,17,8,0,1899-12-31 00:00:01,1899-12-31 00:00:00,"Gert Town","Cx. restuans",2018-04-24,2018,12,"1",36,1,0,0,0,0,2,0,"0","0","0",0,0,0.173766,"vegetation in tire",0.0312978195590212,0.0643145125034349,0.531275115535056,0.158637689526847,0.0662482450620014,0.0426853557372463,0.00050133807073947,TRUE,8.5,0,0
